run_id,retriever,chunking_strategy,query_id,recall_at_1,recall_at_5,recall_at_10,recall_at_20,ndcg_at_10,mrr_at_10,num_judged_relevant
bm25__whole_document,bm25,whole_document,533,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,535,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,536,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,539,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,540,0.0,0.5,0.5,0.5,0.23719771276929622,0.2,2
bm25__whole_document,bm25,whole_document,544,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,549,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,551,0.0,1.0,1.0,1.0,0.43067655807339306,0.25,1
bm25__whole_document,bm25,whole_document,552,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,554,0.0,0.0,1.0,1.0,0.3333333333333333,0.14285714285714285,1
bm25__whole_document,bm25,whole_document,560,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,569,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,575,0.0,0.0,0.0,1.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,577,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,578,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,587,0.0,1.0,1.0,1.0,0.43067655807339306,0.25,1
bm25__whole_document,bm25,whole_document,589,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,593,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,597,0.3333333333333333,0.6666666666666666,1.0,1.0,0.9325210919548239,1.0,3
bm25__whole_document,bm25,whole_document,598,0.0,0.0,1.0,1.0,0.3562071871080222,0.16666666666666666,1
bm25__whole_document,bm25,whole_document,613,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,619,0.0,0.5,0.5,0.5,0.23719771276929622,0.2,2
bm25__whole_document,bm25,whole_document,623,0.0,0.0,0.0,1.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,628,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,636,0.0,1.0,1.0,1.0,0.5,0.3333333333333333,1
bm25__whole_document,bm25,whole_document,637,0.0,0.0,1.0,1.0,0.2890648263178879,0.1,1
bm25__whole_document,bm25,whole_document,641,0.5,0.5,0.5,0.5,0.6131471927654584,1.0,2
bm25__whole_document,bm25,whole_document,644,0.0,1.0,1.0,1.0,0.6309297535714575,0.5,1
bm25__whole_document,bm25,whole_document,649,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,659,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,660,0.0,1.0,1.0,1.0,0.38685280723454163,0.2,1
bm25__whole_document,bm25,whole_document,674,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,684,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,690,0.0,0.0,0.0,1.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,691,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,692,0.0,1.0,1.0,1.0,0.6309297535714575,0.5,1
bm25__whole_document,bm25,whole_document,693,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,700,0.0,1.0,1.0,1.0,0.6309297535714575,0.5,1
bm25__whole_document,bm25,whole_document,702,0.0,1.0,1.0,1.0,0.5,0.3333333333333333,1
bm25__whole_document,bm25,whole_document,715,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,716,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,718,0.0,1.0,1.0,1.0,0.6309297535714575,0.5,1
bm25__whole_document,bm25,whole_document,721,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,723,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,727,0.0,1.0,1.0,1.0,0.6309297535714575,0.5,1
bm25__whole_document,bm25,whole_document,728,0.0,0.5,1.0,1.0,0.6052602440527057,0.5,2
bm25__whole_document,bm25,whole_document,729,0.0,1.0,1.0,1.0,0.6309297535714575,0.5,1
bm25__whole_document,bm25,whole_document,742,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,743,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,744,0.0,1.0,1.0,1.0,0.6309297535714575,0.5,1
bm25__whole_document,bm25,whole_document,756,0.0,0.0,1.0,1.0,0.3010299956639812,0.1111111111111111,1
bm25__whole_document,bm25,whole_document,759,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,768,0.0,0.0,0.0,1.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,770,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,775,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,781,0.0,1.0,1.0,1.0,0.6309297535714575,0.5,1
bm25__whole_document,bm25,whole_document,783,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,784,0.0,1.0,1.0,1.0,0.43067655807339306,0.25,1
bm25__whole_document,bm25,whole_document,785,0.0,1.0,1.0,1.0,0.6309297535714575,0.5,1
bm25__whole_document,bm25,whole_document,793,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,800,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,805,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,808,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,811,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,814,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,820,0.0,0.0,0.0,1.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,821,0.0,0.0,0.0,1.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,823,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,830,0.0,0.0,0.0,1.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,831,0.0,0.0,0.0,1.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,832,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,834,0.0,0.0,0.0,1.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,837,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,839,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,845,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,847,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,852,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,859,0.0,1.0,1.0,1.0,0.6309297535714575,0.5,1
bm25__whole_document,bm25,whole_document,870,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,873,0.0,0.0,0.0,0.0,0.0,0.0,5
bm25__whole_document,bm25,whole_document,879,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,880,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,882,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,887,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,903,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,904,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,907,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,911,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,913,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,914,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,921,0.0,1.0,1.0,1.0,0.6309297535714575,0.5,1
bm25__whole_document,bm25,whole_document,922,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,936,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,956,0.0,1.0,1.0,1.0,0.5,0.3333333333333333,1
bm25__whole_document,bm25,whole_document,957,0.0,1.0,1.0,1.0,0.6309297535714575,0.5,1
bm25__whole_document,bm25,whole_document,960,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,967,0.5,1.0,1.0,1.0,0.9197207891481876,1.0,2
bm25__whole_document,bm25,whole_document,971,0.0,0.75,1.0,1.0,0.6444638628256741,0.3333333333333333,4
bm25__whole_document,bm25,whole_document,975,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,982,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,985,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,993,0.0,1.0,1.0,1.0,0.6309297535714575,0.5,1
bm25__whole_document,bm25,whole_document,1012,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1014,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1019,0.0,1.0,1.0,1.0,0.6309297535714575,0.5,1
bm25__whole_document,bm25,whole_document,1020,0.0,1.0,1.0,1.0,0.5,0.3333333333333333,1
bm25__whole_document,bm25,whole_document,1021,0.0,1.0,1.0,1.0,0.5,0.3333333333333333,1
bm25__whole_document,bm25,whole_document,1024,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1029,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7653606369886217,1.0,3
bm25__whole_document,bm25,whole_document,1041,0.0,0.5,1.0,1.0,0.44130740935663865,0.25,2
bm25__whole_document,bm25,whole_document,1049,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1062,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1086,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1088,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1089,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1099,0.0,1.0,1.0,1.0,0.5,0.3333333333333333,1
bm25__whole_document,bm25,whole_document,1100,0.0,1.0,1.0,1.0,0.6309297535714575,0.5,1
bm25__whole_document,bm25,whole_document,1104,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1107,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1110,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1121,0.0,1.0,1.0,1.0,0.6309297535714575,0.5,1
bm25__whole_document,bm25,whole_document,1130,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1132,0.0,0.5,0.5,0.5,0.23719771276929622,0.2,2
bm25__whole_document,bm25,whole_document,1137,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1140,0.0,0.0,0.0,1.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1144,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1146,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1150,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1163,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1175,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1179,0.0,0.0,1.0,1.0,0.3010299956639812,0.1111111111111111,1
bm25__whole_document,bm25,whole_document,1180,0.0,1.0,1.0,1.0,0.43067655807339306,0.25,1
bm25__whole_document,bm25,whole_document,1185,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1187,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1191,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1194,0.0,0.0,1.0,1.0,0.31546487678572877,0.125,1
bm25__whole_document,bm25,whole_document,1196,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1197,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1199,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1200,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1202,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1204,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1207,0.0,1.0,1.0,1.0,0.43067655807339306,0.25,1
bm25__whole_document,bm25,whole_document,1213,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1216,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1221,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1225,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1226,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1232,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1241,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1245,0.0,0.0,1.0,1.0,0.31546487678572877,0.125,1
bm25__whole_document,bm25,whole_document,1259,0.0,1.0,1.0,1.0,0.6309297535714575,0.5,1
bm25__whole_document,bm25,whole_document,1262,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1266,0.0,1.0,1.0,1.0,0.5,0.3333333333333333,1
bm25__whole_document,bm25,whole_document,1270,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1271,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1272,0.0,1.0,1.0,1.0,0.5,0.3333333333333333,1
bm25__whole_document,bm25,whole_document,1273,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1274,0.0,0.6666666666666666,1.0,1.0,0.6447841584694202,0.5,3
bm25__whole_document,bm25,whole_document,1278,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1279,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1280,0.0,0.0,0.0,1.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1281,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1282,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1290,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1292,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1298,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1303,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1316,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1319,0.0,1.0,1.0,1.0,0.43067655807339306,0.25,1
bm25__whole_document,bm25,whole_document,1320,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1332,0.0,0.0,0.0,0.0,0.0,0.0,1
bm25__whole_document,bm25,whole_document,1335,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1336,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1337,1.0,1.0,1.0,1.0,1.0,1.0,1
bm25__whole_document,bm25,whole_document,1339,1.0,1.0,1.0,1.0,1.0,1.0,1
